record_id,date_id,city,country,continent,climate_zone,latitude,longitude,datetime,temperature_2m,temp_fahrenheit,apparent_temperature,feels_like_f,heat_index_c,wind_chill_c,dew_point_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,et0_fao_evapotranspiration,weather_code,weather_description,weather_category,temp_category,wind_category,precip_intensity,humidity_comfort,radiation_level,time_of_day,comfort_index,temp_anomaly_c,temp_anomaly_std,is_extreme_heat,is_extreme_cold,is_heavy_rain,is_heavy_snow,is_high_wind,is_extreme_event,season,is_weekend,hour,year,month,quarter
W00639881,20171226,Paris,France,Europe,Oceanic,48.85,2.35,2017-12-26 16:00:00,7.8,46.0,3.5,38.3,7.8,4.6,4.2,78,0.0,0.0,0.0,0.0,1004.1,95,12.6,192,26.8,107.0,0.06,3,Overcast,Cloudy,Cold,Moderate,,Very Humid,Low,Afternoon,40.1,1.77,0.43,0,0,0,0,0,0,Winter,0,16,2017,12,4
W00081786,20240430,New York,USA,North America,Humid Continental,40.71,-74.01,2024-04-30 17:00:00,20.1,68.2,20.1,68.2,20.1,20.1,14.8,71,0.0,0.0,0.0,0.0,1010.2,97,7.0,107,17.7,484.0,0.28,3,Overcast,Cloudy,Warm,Breeze,,Very Humid,Moderate,Afternoon,83.3,9.36,1.7,0,0,0,0,0,0,Spring,0,17,2024,4,2
W00310577,20200604,Phoenix,USA,North America,Desert,33.45,-112.07,2020-06-04 16:00:00,43.2,109.8,41.3,106.3,40.2,43.2,5.0,10,0.0,0.0,0.0,0.0,1001.8,4,6.9,216,15.2,716.0,0.7,0,Clear Sky,Clear,Hot,Breeze,,Dry,High,Afternoon,29.9,9.61,1.66,0,0,0,0,0,0,Summer,0,16,2020,6,2
W00129917,20191027,Chicago,USA,North America,Humid Continental,41.88,-87.63,2019-10-27 04:00:00,7.7,45.9,2.3,36.1,7.7,3.5,6.3,91,0.1,0.1,0.0,0.0,1003.2,100,19.0,282,29.8,0.0,0.01,51,Light Drizzle,Drizzle,Cold,Moderate,Light,Very Humid,Night,Night,30.1,-4.92,-0.88,0,0,0,0,0,0,Autumn,1,4,2019,10,4
W00563776,20190422,London,UK,Europe,Oceanic,51.51,-0.13,2019-04-22 15:00:00,22.5,72.5,20.5,68.9,22.5,22.5,8.8,42,0.0,0.0,0.0,0.0,1003.4,94,10.6,97,19.7,724.0,0.48,3,Overcast,Cloudy,Warm,Breeze,,Comfortable,High,Afternoon,90.2,12.89,2.76,1,0,0,0,0,1,Spring,0,15,2019,4,2
W00616479,20150426,Paris,France,Europe,Oceanic,48.85,2.35,2015-04-26 14:00:00,14.5,58.1,13.9,57.0,14.5,14.5,10.3,76,0.8,0.8,0.0,0.0,1005.7,100,3.0,77,12.1,224.0,0.14,53,Moderate Drizzle,Drizzle,Cool,Calm,Light,Very Humid,Moderate,Afternoon,66.0,3.56,0.69,0,0,0,0,0,0,Spring,1,14,2015,4,2
W00245177,20221219,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2022-12-19 16:00:00,11.4,52.5,7.9,46.2,11.4,11.4,8.2,81,0.0,0.0,0.0,0.0,1016.6,100,12.6,53,23.9,173.0,0.09,3,Overcast,Cloudy,Cool,Moderate,,Very Humid,Low,Afternoon,49.4,-2.73,-0.43,0,0,0,0,0,0,Winter,0,16,2022,12,4
W00778184,20231006,Berlin,Germany,Europe,Oceanic,52.52,13.4,2023-10-06 07:00:00,11.1,52.0,9.6,49.3,11.1,11.1,10.6,96,0.0,0.0,0.0,0.0,1024.2,98,7.4,224,12.1,0.0,0.0,3,Overcast,Cloudy,Cool,Breeze,,Very Humid,Night,Morning,43.6,0.07,0.02,0,0,0,0,0,0,Autumn,0,7,2023,10,4
W00574115,20200626,London,UK,Europe,Oceanic,51.51,-0.13,2020-06-26 10:00:00,22.6,72.7,24.5,76.1,22.6,22.6,17.9,75,0.0,0.0,0.0,0.0,1009.1,100,4.2,155,10.7,294.0,0.21,3,Overcast,Cloudy,Warm,Calm,,Very Humid,Moderate,Morning,80.6,5.91,1.3,0,0,0,0,0,0,Summer,0,10,2020,6,2
W00560023,20181117,London,UK,Europe,Oceanic,51.51,-0.13,2018-11-17 06:00:00,8.1,46.6,5.2,41.4,8.1,5.6,6.4,89,0.0,0.0,0.0,0.0,1026.4,55,9.0,89,14.8,0.0,0.0,2,Partly Cloudy,Cloudy,Cold,Breeze,,Very Humid,Night,Morning,37.3,0.03,0.01,0,0,0,0,0,0,Autumn,1,6,2018,11,4
W00753486,20201211,Berlin,Germany,Europe,Oceanic,52.52,13.4,2020-12-11 05:00:00,-0.8,30.6,-4.7,23.5,-0.8,-4.2,-2.5,88,0.0,0.0,0.0,0.0,1007.3,98,6.1,126,10.1,0.0,0.0,3,Overcast,Cloudy,Freezing,Breeze,,Very Humid,Night,Night,12.5,-4.25,-1.08,0,0,0,0,0,0,Winter,0,5,2020,12,4
W00770508,20221120,Berlin,Germany,Europe,Oceanic,52.52,13.4,2022-11-20 11:00:00,-0.4,31.3,-5.1,22.8,-0.4,-4.8,-2.9,83,0.0,0.0,0.0,0.02,1010.2,74,9.1,237,15.9,92.0,0.03,2,Partly Cloudy,Cloudy,Freezing,Breeze,,Very Humid,Low,Morning,14.8,-6.21,-1.53,0,0,0,0,0,0,Autumn,1,11,2022,11,4
W00565443,20190701,London,UK,Europe,Oceanic,51.51,-0.13,2019-07-01 02:00:00,13.7,56.7,11.9,53.4,13.7,13.7,10.1,79,0.0,0.0,0.0,0.0,1017.9,0,7.7,240,13.2,0.0,0.02,0,Clear Sky,Clear,Cool,Breeze,,Very Humid,Night,Night,59.7,-4.84,-1.16,0,0,0,0,0,0,Summer,0,2,2019,7,3
W00894622,20170115,Los Angeles,USA,North America,Mediterranean,34.05,-118.24,2017-01-15 21:00:00,2.6,36.7,0.6,33.1,2.6,-3.3,-8.3,45,0.12,0.12,0.0,0.0,1010.4,55,20.3,54,33.7,265.3,0.53,1,Mainly Clear,Cloudy,Cold,Strong,Light,Comfortable,Moderate,Evening,34.7,-2.22,-0.46,0,0,0,0,0,0,Winter,1,21,2017,1,1
W00782536,20240404,Berlin,Germany,Europe,Oceanic,52.52,13.4,2024-04-04 15:00:00,12.5,54.5,10.3,50.5,12.5,12.5,10.8,89,1.1,1.1,0.0,0.0,1006.3,100,10.3,175,22.1,115.0,0.07,55,Heavy Drizzle,Drizzle,Cool,Breeze,Light,Very Humid,Low,Afternoon,49.8,2.99,0.55,0,0,0,0,0,0,Spring,0,15,2024,4,2
W00489630,20201106,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2020-11-06 05:00:00,8.9,48.0,7.8,46.0,8.9,8.9,6.8,86,0.0,0.0,0.0,0.0,1020.9,100,1.2,248,2.9,0.0,0.0,3,Overcast,Cloudy,Cold,Calm,,Very Humid,Night,Night,45.1,-6.27,-1.18,0,0,0,0,0,0,Autumn,0,5,2020,11,4
W00537797,20160505,London,UK,Europe,Oceanic,51.51,-0.13,2016-05-05 04:00:00,4.9,40.8,2.0,35.6,4.9,3.0,2.8,86,0.0,0.0,0.0,0.0,1022.3,0,5.1,146,9.4,0.0,0.0,0,Clear Sky,Clear,Cold,Breeze,,Very Humid,Night,Night,31.1,-8.42,-1.81,0,0,0,0,0,0,Spring,0,4,2016,5,2
W00126427,20190603,Chicago,USA,North America,Humid Continental,41.88,-87.63,2019-06-03 18:00:00,13.6,56.5,11.1,52.0,13.6,13.6,7.1,65,0.0,0.0,0.0,0.0,1019.2,95,7.3,59,16.1,382.0,0.2,3,Overcast,Cloudy,Cool,Breeze,,Humid,Moderate,Evening,66.6,-6.99,-1.35,0,0,0,0,0,0,Summer,0,18,2019,6,2
W00108247,20170507,Chicago,USA,North America,Humid Continental,41.88,-87.63,2017-05-07 06:00:00,4.1,39.4,-0.3,31.5,4.1,0.6,-0.1,75,0.0,0.0,0.0,0.0,1016.5,0,9.3,323,13.0,3.0,0.02,0,Clear Sky,Clear,Cold,Breeze,,Very Humid,Low,Morning,32.2,-10.54,-1.7,0,0,0,0,0,0,Spring,1,6,2017,5,2
W00022071,20170708,New York,USA,North America,Humid Continental,40.71,-74.01,2017-07-08 14:00:00,29.5,85.1,30.6,87.1,30.3,29.5,17.9,50,0.0,0.0,0.0,0.0,1006.5,86,14.0,235,29.1,867.0,0.66,3,Overcast,Cloudy,Warm,Moderate,,Comfortable,Intense,Afternoon,67.5,4.6,1.24,0,0,0,0,0,0,Summer,1,14,2017,7,3
W00056563,20210614,New York,USA,North America,Humid Continental,40.71,-74.01,2021-06-14 18:00:00,20.7,69.3,20.0,68.0,20.7,20.7,16.6,78,0.0,0.0,0.0,0.0,1007.7,14,13.1,147,23.7,380.0,0.22,0,Clear Sky,Clear,Warm,Moderate,,Very Humid,Moderate,Evening,78.6,-0.78,-0.17,0,0,0,0,0,0,Summer,0,18,2021,6,2
W00156449,20221105,Chicago,USA,North America,Humid Continental,41.88,-87.63,2022-11-05 16:00:00,12.0,53.6,3.2,37.8,12.0,12.0,4.6,60,0.0,0.0,0.0,0.0,998.8,53,32.1,219,52.1,186.0,0.16,2,Partly Cloudy,Cloudy,Cool,Storm,,Humid,Low,Afternoon,52.0,6.6,1.13,0,0,0,0,0,0,Autumn,1,16,2022,11,4
W00588883,20220303,London,UK,Europe,Oceanic,51.51,-0.13,2022-03-03 18:00:00,10.9,51.6,8.6,47.5,10.9,10.9,7.5,80,0.0,0.0,0.0,0.0,1014.6,100,6.8,163,14.5,85.0,0.05,3,Overcast,Cloudy,Cool,Breeze,,Very Humid,Low,Evening,51.3,3.38,0.87,0,0,0,0,0,0,Spring,0,18,2022,3,1
W00733332,20180824,Berlin,Germany,Europe,Oceanic,52.52,13.4,2018-08-24 11:00:00,22.5,72.5,21.5,70.7,22.5,22.5,15.2,64,0.0,0.0,0.0,0.0,1007.9,90,11.7,263,22.6,343.0,0.26,3,Overcast,Cloudy,Warm,Breeze,,Humid,Moderate,Morning,82.6,1.86,0.39,0,0,0,0,0,0,Summer,0,11,2018,8,3
W00635580,20170630,Paris,France,Europe,Oceanic,48.85,2.35,2017-06-30 11:00:00,17.0,62.6,16.0,60.8,17.0,17.0,12.4,74,0.0,0.0,0.0,0.0,1003.2,85,7.9,195,18.6,368.0,0.21,3,Overcast,Cloudy,Cool,Breeze,,Very Humid,Moderate,Morning,72.0,-1.77,-0.36,0,0,0,0,0,0,Summer,0,11,2017,6,2
W00860125,20230209,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2023-02-09 12:00:00,5.9,42.6,3.6,38.5,5.9,5.9,2.6,79,0.0,0.0,0.0,0.0,1032.8,100,2.9,86,6.5,114.0,0.06,3,Overcast,Cloudy,Cold,Calm,,Very Humid,Low,Afternoon,38.8,-1.68,-0.36,0,0,0,0,0,0,Winter,0,12,2023,2,1
W00045209,20200227,New York,USA,North America,Humid Continental,40.71,-74.01,2020-02-27 16:00:00,5.2,41.4,-3.7,25.3,5.2,-0.3,-10.2,32,0.0,0.0,0.0,0.0,1002.4,0,23.7,268,41.6,520.0,0.22,0,Clear Sky,Clear,Cold,Strong,,Comfortable,High,Afternoon,40.7,3.8,0.59,0,0,0,0,0,0,Winter,0,16,2020,2,1
W00416622,20220710,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2022-07-10 05:00:00,14.4,57.9,12.4,54.3,14.4,14.4,8.6,69,0.0,0.0,0.0,0.0,1020.5,28,6.7,345,13.0,0.0,0.03,1,Mainly Clear,Cloudy,Cool,Breeze,,Humid,Night,Night,67.4,-7.74,-2.07,0,0,0,0,0,0,Summer,1,5,2022,7,3
W00401670,20201025,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2020-10-25 05:00:00,2.2,36.0,-2.0,28.4,2.2,-1.2,-1.7,75,0.0,0.0,0.0,0.0,1024.9,84,7.7,22,13.9,0.0,0.01,3,Overcast,Cloudy,Cold,Breeze,,Very Humid,Night,Night,27.2,-9.54,-1.96,0,0,0,0,0,0,Autumn,1,5,2020,10,4
W00454591,20161107,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2016-11-07 06:00:00,10.7,51.3,10.0,50.0,10.7,10.7,9.3,91,0.0,0.0,0.0,0.0,1020.7,97,2.4,248,5.4,0.0,0.0,3,Overcast,Cloudy,Cool,Calm,,Very Humid,Night,Morning,47.4,-4.47,-0.84,0,0,0,0,0,0,Autumn,0,6,2016,11,4
W00115795,20180317,Chicago,USA,North America,Humid Continental,41.88,-87.63,2018-03-17 18:00:00,2.5,36.5,-2.6,27.3,2.5,-1.9,-2.0,72,0.0,0.0,0.0,0.01,1015.7,0,11.7,12,21.7,230.0,0.07,0,Clear Sky,Clear,Cold,Breeze,,Very Humid,Moderate,Evening,27.6,-0.77,-0.13,0,0,0,0,0,0,Spring,1,18,2018,3,1
W00436914,20241101,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2024-11-01 17:00:00,10.1,50.2,5.3,41.5,10.1,10.1,2.1,58,0.0,0.0,0.0,0.0,1020.5,100,13.1,304,26.8,66.0,0.1,3,Overcast,Cloudy,Cool,Moderate,,Humid,Low,Afternoon,56.8,5.11,1.01,0,0,0,0,0,0,Autumn,0,17,2024,11,4
W00530160,20150621,London,UK,Europe,Oceanic,51.51,-0.13,2015-06-21 23:00:00,14.2,57.6,11.2,52.2,14.2,14.2,8.1,67,0.0,0.0,0.0,0.0,1014.8,100,10.5,259,20.8,0.0,0.05,3,Overcast,Cloudy,Cool,Breeze,,Humid,Night,Evening,65.8,-2.49,-0.55,0,0,0,0,0,0,Summer,1,23,2015,6,2
W00091509,20150609,Chicago,USA,North America,Humid Continental,41.88,-87.63,2015-06-09 20:00:00,23.5,74.3,23.2,73.8,23.5,23.5,15.6,61,0.0,0.0,0.0,0.0,1006.1,24,9.5,187,13.0,83.0,0.12,1,Mainly Clear,Cloudy,Warm,Breeze,,Humid,Low,Evening,82.2,2.91,0.56,0,0,0,0,0,0,Summer,0,20,2015,6,2
W00541811,20161019,London,UK,Europe,Oceanic,51.51,-0.13,2016-10-19 10:00:00,10.8,51.4,7.5,45.5,10.8,10.8,7.7,81,0.0,0.0,0.0,0.0,1021.1,5,11.4,301,21.7,205.0,0.09,0,Clear Sky,Clear,Cool,Breeze,,Very Humid,Moderate,Morning,48.2,-1.25,-0.36,0,0,0,0,0,0,Autumn,0,10,2016,10,4
W00274228,20160412,Phoenix,USA,North America,Desert,33.45,-112.07,2016-04-12 03:00:00,16.5,61.7,16.3,61.3,16.5,16.5,10.7,69,0.0,0.0,0.0,0.0,1015.0,93,2.1,347,3.1,0.0,0.0,3,Overcast,Cloudy,Cool,Calm,,Humid,Night,Night,76.0,-6.92,-1.1,0,0,0,0,0,0,Spring,0,3,2016,4,2
W00456407,20170121,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2017-01-21 22:00:00,12.0,53.6,9.7,49.5,12.0,12.0,2.4,52,0.0,0.0,0.0,0.0,1017.2,0,2.3,209,6.7,0.0,0.01,0,Clear Sky,Clear,Cool,Calm,,Humid,Night,Evening,70.8,-1.63,-0.29,0,0,0,0,0,0,Winter,1,22,2017,1,1
W00038453,20190522,New York,USA,North America,Humid Continental,40.71,-74.01,2019-05-22 04:00:00,10.9,51.6,8.1,46.6,10.9,10.9,4.2,63,0.0,0.0,0.0,0.0,1020.6,0,6.0,315,13.9,0.0,0.03,0,Clear Sky,Clear,Cool,Breeze,,Humid,Night,Night,60.2,-5.5,-0.99,0,0,0,0,0,0,Spring,0,4,2019,5,2
W00633148,20170321,Paris,France,Europe,Oceanic,48.85,2.35,2017-03-21 03:00:00,10.7,51.3,6.7,44.1,10.7,10.7,7.1,78,0.1,0.1,0.0,0.0,1010.7,100,14.0,229,25.5,0.0,0.03,51,Light Drizzle,Drizzle,Cool,Moderate,Light,Very Humid,Night,Night,48.1,2.55,0.61,0,0,0,0,0,0,Spring,0,3,2017,3,1
W00418580,20220929,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2022-09-29 19:00:00,12.2,54.0,10.8,51.4,12.2,12.2,8.6,78,0.0,0.0,0.0,0.0,1029.6,0,4.5,200,10.5,54.0,0.03,0,Clear Sky,Clear,Cool,Calm,,Very Humid,Low,Evening,57.4,-6.11,-1.46,0,0,0,0,0,0,Autumn,0,19,2022,9,3
W00278787,20161019,Phoenix,USA,North America,Desert,33.45,-112.07,2016-10-19 02:00:00,19.2,66.6,17.9,64.2,19.2,19.2,7.1,45,0.0,0.0,0.0,0.0,1011.3,0,2.4,41,5.1,0.0,0.02,0,Clear Sky,Clear,Cool,Calm,,Comfortable,Night,Night,93.4,-5.22,-0.77,0,0,0,0,0,0,Autumn,0,2,2016,10,4
W00125546,20190428,Chicago,USA,North America,Humid Continental,41.88,-87.63,2019-04-28 01:00:00,2.8,37.0,-3.8,25.2,2.8,-2.9,-0.2,80,0.0,0.0,0.0,0.06,1014.4,70,18.9,22,30.2,0.0,0.02,2,Partly Cloudy,Cloudy,Cold,Moderate,,Very Humid,Night,Night,21.0,-5.59,-0.91,0,0,0,0,0,0,Spring,1,1,2019,4,2
W00618628,20150725,Paris,France,Europe,Oceanic,48.85,2.35,2015-07-25 03:00:00,17.9,64.2,15.4,59.7,17.9,17.9,15.5,86,0.4,0.4,0.0,0.0,1003.8,49,18.6,243,33.3,0.0,0.03,51,Light Drizzle,Drizzle,Cool,Moderate,Light,Very Humid,Night,Night,63.4,-2.81,-0.59,0,0,0,0,0,0,Summer,1,3,2015,7,3
W00146446,20210914,Chicago,USA,North America,Humid Continental,41.88,-87.63,2021-09-14 21:00:00,20.7,69.3,19.3,66.7,20.7,20.7,13.9,65,0.0,0.0,0.0,0.0,1011.8,91,11.5,333,19.9,0.0,0.08,3,Overcast,Cloudy,Warm,Breeze,,Humid,Night,Evening,85.8,0.97,0.22,0,0,0,0,0,0,Autumn,0,21,2021,9,3
W00163450,20230824,Chicago,USA,North America,Humid Continental,41.88,-87.63,2023-08-24 09:00:00,30.3,86.5,35.5,95.9,38.0,30.3,26.0,78,0.0,0.0,0.0,0.0,1010.9,3,9.2,252,15.7,349.0,0.27,0,Clear Sky,Clear,Hot,Breeze,,Very Humid,Moderate,Morning,53.5,7.74,2.12,0,0,0,0,0,0,Summer,0,9,2023,8,3
W00577500,20201114,London,UK,Europe,Oceanic,51.51,-0.13,2020-11-14 11:00:00,14.6,58.3,10.8,51.4,14.6,14.6,12.1,85,0.6,0.6,0.0,0.0,1008.4,99,19.0,197,34.4,110.0,0.07,53,Moderate Drizzle,Drizzle,Cool,Moderate,Light,Very Humid,Low,Morning,53.8,6.53,1.7,0,0,0,0,0,0,Autumn,1,11,2020,11,4
W00664092,20200930,Paris,France,Europe,Oceanic,48.85,2.35,2020-09-30 11:00:00,16.4,61.5,15.6,60.1,16.4,16.4,13.2,82,0.0,0.0,0.0,0.0,1015.0,96,7.6,212,16.1,185.0,0.11,3,Overcast,Cloudy,Cool,Breeze,,Very Humid,Low,Morning,66.4,-0.53,-0.11,0,0,0,0,0,0,Autumn,0,11,2020,9,3
W00995450,20280718,Bangkok,Thailand,Asia,Tropical Savanna,13.75,100.52,2028-07-18 01:00:00,27.4,81.3,27.4,81.3,26.9,27.4,14.4,35,0.5,0.5,0.0,0.0,1003.5,74,6.2,32,11.2,118.0,0.24,1,Mainly Clear,Cloudy,Warm,Breeze,Light,Comfortable,Low,Night,77.7,1.79,0.39,0,0,0,0,0,0,Summer,0,1,2028,7,3
W00472680,20181130,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2018-11-30 23:00:00,12.6,54.7,11.1,52.0,12.6,12.6,11.0,90,0.0,0.0,0.0,0.0,1016.1,31,7.7,112,11.9,0.0,0.0,1,Mainly Clear,Cloudy,Cool,Breeze,,Very Humid,Night,Evening,50.9,-2.57,-0.48,0,0,0,0,0,0,Autumn,0,23,2018,11,4
W00858467,20221202,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2022-12-02 10:00:00,3.7,38.7,0.0,32.0,3.7,1.1,-0.3,75,0.0,0.0,0.0,0.0,1016.5,100,6.1,24,9.8,10.0,0.02,3,Overcast,Cloudy,Cold,Breeze,,Very Humid,Low,Morning,32.6,-3.0,-0.79,0,0,0,0,0,0,Winter,0,10,2022,12,4
W00359942,20160121,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2016-01-21 13:00:00,-3.8,25.2,-8.5,16.7,-3.8,-7.7,-10.2,61,0.0,0.0,0.0,0.0,1027.3,94,5.9,340,12.3,420.0,0.1,3,Overcast,Cloudy,Freezing,Breeze,,Humid,Moderate,Afternoon,17.1,-0.73,-0.12,0,0,0,0,0,0,Winter,0,13,2016,1,1
W00905465,20180412,Santiago,Chile,South America,Mediterranean,-33.46,-70.65,2018-04-12 16:00:00,25.3,77.5,25.3,77.5,25.3,25.3,11.8,32,0.0,0.0,0.0,0.0,1016.8,79,12.2,55,18.0,647.9,1.3,0,Clear Sky,Clear,Warm,Moderate,,Comfortable,High,Afternoon,81.0,4.32,0.8,0,0,0,0,0,0,Autumn,0,16,2018,4,2
W00415018,20220504,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2022-05-04 09:00:00,10.6,51.1,6.9,44.4,10.6,10.6,8.9,89,0.2,0.2,0.0,0.0,1015.3,100,14.7,351,26.4,100.0,0.06,51,Light Drizzle,Drizzle,Cool,Moderate,Light,Very Humid,Low,Morning,41.9,-2.46,-0.43,0,0,0,0,0,0,Spring,0,9,2022,5,2
W00266481,20150525,Phoenix,USA,North America,Desert,33.45,-112.07,2015-05-25 08:00:00,23.2,73.8,21.6,70.9,23.2,23.2,5.1,31,0.0,0.0,0.0,0.0,1012.3,9,2.1,193,6.7,371.0,0.23,0,Clear Sky,Clear,Warm,Calm,,Comfortable,Moderate,Morning,92.4,-4.24,-0.7,0,0,0,0,0,0,Spring,0,8,2015,5,2
W00681207,20220913,Paris,France,Europe,Oceanic,48.85,2.35,2022-09-13 14:00:00,21.5,70.7,22.7,72.9,21.5,21.5,18.0,80,0.0,0.0,0.0,0.0,1008.6,100,8.1,56,14.3,570.0,0.33,3,Overcast,Cloudy,Warm,Breeze,,Very Humid,High,Afternoon,79.4,4.57,0.98,0,0,0,0,0,0,Autumn,0,14,2022,9,3
W00073767,20230601,New York,USA,North America,Humid Continental,40.71,-74.01,2023-06-01 14:00:00,27.4,81.3,29.2,84.6,27.2,27.4,13.0,41,0.0,0.0,0.0,0.0,1018.0,0,6.4,160,14.5,954.0,0.68,0,Clear Sky,Clear,Warm,Breeze,,Comfortable,Intense,Afternoon,77.6,5.92,1.29,0,0,0,0,0,0,Summer,0,14,2023,6,2
W00990903,20280110,Kuala Lumpur,Malaysia,Asia,Tropical Rainforest,3.14,101.69,2028-01-10 14:00:00,5.0,41.0,3.0,37.4,5.0,-0.4,-7.3,38,0.0,0.0,0.0,0.0,1014.1,9,22.3,176,29.7,750.1,1.5,0,Clear Sky,Clear,Cold,Strong,,Comfortable,High,Afternoon,40.8,0.44,0.08,0,0,0,0,0,0,Winter,0,14,2028,1,1
W00593509,20220912,London,UK,Europe,Oceanic,51.51,-0.13,2022-09-12 12:00:00,23.1,73.6,23.6,74.5,23.1,23.1,16.9,68,0.0,0.0,0.0,0.0,1012.2,69,8.1,214,15.2,442.0,0.3,2,Partly Cloudy,Cloudy,Warm,Breeze,,Humid,Moderate,Afternoon,80.6,7.61,1.89,0,0,0,0,0,0,Autumn,0,12,2022,9,3
W00176672,20150225,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2015-02-25 07:00:00,3.8,38.8,0.6,33.1,3.8,1.5,1.3,83,0.5,0.5,0.0,0.0,1013.9,100,5.5,325,9.2,0.0,0.0,53,Moderate Drizzle,Drizzle,Cold,Breeze,Light,Very Humid,Night,Morning,29.2,-10.26,-1.54,0,0,0,0,0,0,Winter,0,7,2015,2,1
W00301493,20190523,Phoenix,USA,North America,Desert,33.45,-112.07,2019-05-23 04:00:00,13.9,57.0,12.0,53.6,13.9,13.9,4.2,52,0.1,0.1,0.0,0.0,1008.7,43,2.1,131,18.1,0.0,0.01,51,Light Drizzle,Drizzle,Cool,Calm,Light,Humid,Night,Night,76.6,-13.54,-2.24,0,0,0,0,0,0,Spring,0,4,2019,5,2
W00571889,20200325,London,UK,Europe,Oceanic,51.51,-0.13,2020-03-25 16:00:00,11.9,53.4,7.4,45.3,11.9,11.9,-2.2,37,0.0,0.0,0.0,0.0,1023.5,39,9.1,80,17.0,539.0,0.28,1,Mainly Clear,Cloudy,Cool,Breeze,,Comfortable,High,Afternoon,68.2,4.38,1.13,0,0,0,0,0,0,Spring,0,16,2020,3,1
W00108704,20170526,Chicago,USA,North America,Humid Continental,41.88,-87.63,2017-05-26 07:00:00,12.8,55.0,13.0,55.4,12.8,12.8,11.9,94,0.6,0.6,0.0,0.0,1010.8,93,1.5,117,4.5,112.0,0.04,53,Moderate Drizzle,Drizzle,Cool,Calm,Light,Very Humid,Low,Morning,52.6,-1.84,-0.3,0,0,0,0,0,0,Spring,0,7,2017,5,2
W00757314,20210519,Berlin,Germany,Europe,Oceanic,52.52,13.4,2021-05-19 17:00:00,16.1,61.0,12.9,55.2,16.1,16.1,3.8,44,0.0,0.0,0.0,0.0,1014.1,41,7.9,313,17.4,566.0,0.32,1,Mainly Clear,Cloudy,Cool,Breeze,,Comfortable,High,Afternoon,81.4,1.35,0.25,0,0,0,0,0,0,Spring,0,17,2021,5,2
W00121833,20181124,Chicago,USA,North America,Humid Continental,41.88,-87.63,2018-11-24 08:00:00,6.4,43.5,2.8,37.0,6.4,3.1,5.6,95,0.2,0.2,0.0,0.0,999.1,100,10.9,206,15.9,0.0,0.01,51,Light Drizzle,Drizzle,Cold,Breeze,Light,Very Humid,Night,Morning,28.3,1.0,0.17,0,0,0,0,0,0,Autumn,1,8,2018,11,4
W00185086,20160210,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2016-02-10 21:00:00,12.5,54.5,9.4,48.9,12.5,12.5,7.0,69,0.0,0.0,0.0,0.0,1024.0,0,9.9,186,15.7,0.0,0.04,0,Clear Sky,Clear,Cool,Breeze,,Humid,Night,Evening,60.0,-1.56,-0.24,0,0,0,0,0,0,Winter,0,21,2016,2,1
W00943183,20220801,Amsterdam,Netherlands,Europe,Oceanic,52.37,4.9,2022-08-01 06:00:00,22.2,72.0,20.2,68.4,22.2,22.2,11.9,49,0.0,0.0,0.0,0.0,1005.1,57,16.6,280,30.3,571.8,1.14,80,Slight Showers,Showers,Warm,Moderate,,Comfortable,High,Morning,88.1,0.68,0.14,0,0,0,0,0,0,Summer,0,6,2022,8,3
W00476416,20190505,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2019-05-05 15:00:00,22.9,73.2,19.8,67.6,22.9,22.9,6.2,34,0.9,0.9,0.0,0.0,1010.8,82,12.3,258,29.8,708.0,0.54,53,Moderate Drizzle,Drizzle,Warm,Moderate,Light,Comfortable,High,Afternoon,88.2,3.02,0.57,0,0,0,0,0,0,Spring,1,15,2019,5,2
W00097448,20160212,Chicago,USA,North America,Humid Continental,41.88,-87.63,2016-02-12 07:00:00,-8.0,17.6,-13.9,7.0,-8.0,-14.3,-16.4,51,0.0,0.0,0.0,0.02,1022.8,85,9.4,267,16.8,0.0,0.02,3,Overcast,Cloudy,Freezing,Breeze,,Humid,Night,Morning,7.8,-6.02,-0.83,0,0,0,0,0,0,Winter,0,7,2016,2,1
