city,country,continent,climate_zone,month,season,avg_temp,avg_max_temp,avg_min_temp,avg_humidity,avg_precip,total_precip,avg_wind,avg_comfort,extreme_events
Rome,Italy,Europe,Mediterranean,8,Summer,21.17,35.4,9.3,53.2,0.04,8.88,9.29,78.14,1
Rome,Italy,Europe,Mediterranean,9,Autumn,15.15,27.3,1.9,52.12,0.04,7.99,9.58,71.71,2
Rome,Italy,Europe,Mediterranean,10,Autumn,9.45,23.7,-8.5,48.63,0.05,11.25,10.22,56.41,3
Rome,Italy,Europe,Mediterranean,11,Autumn,4.1,17.0,-13.8,48.14,0.07,13.31,10.42,40.52,2
Rome,Italy,Europe,Mediterranean,12,Winter,3.71,16.8,-8.7,49.64,0.04,8.34,10.32,39.02,2
Santiago,Chile,South America,Mediterranean,1,Summer,4.54,18.0,-10.4,52.1,0.05,10.72,10.45,41.2,3
Santiago,Chile,South America,Mediterranean,2,Summer,8.73,21.7,-2.3,48.08,0.05,9.68,10.56,54.18,2
Santiago,Chile,South America,Mediterranean,3,Autumn,15.51,28.0,3.2,48.46,0.03,6.64,9.5,74.03,2
Santiago,Chile,South America,Mediterranean,4,Autumn,20.98,34.2,7.6,49.89,0.03,5.92,10.24,77.75,0
Santiago,Chile,South America,Mediterranean,5,Autumn,25.91,38.0,8.3,48.56,0.04,9.4,9.68,74.4,2
Santiago,Chile,South America,Mediterranean,6,Winter,27.38,39.5,13.6,52.72,0.04,7.44,10.65,69.69,3
Santiago,Chile,South America,Mediterranean,7,Winter,25.89,43.4,7.1,51.3,0.04,7.71,10.55,73.42,5
Santiago,Chile,South America,Mediterranean,8,Winter,21.14,32.5,7.1,48.7,0.04,8.48,9.76,79.38,2
Santiago,Chile,South America,Mediterranean,9,Spring,14.55,27.0,0.4,49.12,0.04,7.71,10.02,71.16,3
Santiago,Chile,South America,Mediterranean,10,Spring,8.41,21.6,-4.1,51.15,0.07,15.36,10.93,52.53,3
Santiago,Chile,South America,Mediterranean,11,Spring,5.5,17.4,-6.0,49.75,0.05,9.49,10.22,44.64,0
Santiago,Chile,South America,Mediterranean,12,Summer,3.31,16.2,-10.3,50.99,0.03,6.51,10.33,37.74,5
Sao Paulo,Brazil,South America,Humid Subtropical,1,Summer,4.96,21.8,-9.2,48.88,0.07,14.38,10.64,42.84,4
Sao Paulo,Brazil,South America,Humid Subtropical,2,Summer,8.76,20.1,-5.5,50.47,0.05,9.74,10.85,53.68,3
Sao Paulo,Brazil,South America,Humid Subtropical,3,Autumn,14.69,29.7,-0.3,47.38,0.04,7.68,10.29,70.17,3
Sao Paulo,Brazil,South America,Humid Subtropical,4,Autumn,20.49,31.9,3.7,51.05,0.03,6.38,9.63,78.25,1
Sao Paulo,Brazil,South America,Humid Subtropical,5,Autumn,25.24,37.5,9.3,49.04,0.05,10.72,9.86,75.46,2
Sao Paulo,Brazil,South America,Humid Subtropical,6,Winter,26.95,41.6,17.0,49.71,0.03,6.49,10.66,71.77,1
Sao Paulo,Brazil,South America,Humid Subtropical,7,Winter,25.51,37.4,10.0,51.2,0.04,7.29,10.51,73.98,2
Sao Paulo,Brazil,South America,Humid Subtropical,8,Winter,21.31,36.2,10.2,48.94,0.04,8.56,10.35,79.26,2
Sao Paulo,Brazil,South America,Humid Subtropical,9,Spring,14.88,31.9,-3.4,49.55,0.04,8.77,9.87,71.46,4
Sao Paulo,Brazil,South America,Humid Subtropical,10,Spring,8.31,22.3,-7.1,48.9,0.04,8.83,10.0,53.4,4
Sao Paulo,Brazil,South America,Humid Subtropical,11,Spring,4.81,20.6,-10.1,47.79,0.04,8.34,9.98,42.82,3
Sao Paulo,Brazil,South America,Humid Subtropical,12,Summer,2.67,15.8,-9.9,49.31,0.03,7.19,10.39,36.15,0
Seoul,South Korea,Asia,Humid Continental,1,Winter,5.05,21.6,-7.6,51.63,0.04,8.59,9.95,42.99,2
Seoul,South Korea,Asia,Humid Continental,2,Winter,8.67,21.6,-7.0,49.42,0.05,8.98,10.33,54.17,3
Seoul,South Korea,Asia,Humid Continental,3,Spring,14.66,27.8,2.1,50.58,0.03,6.06,10.54,70.25,1
Seoul,South Korea,Asia,Humid Continental,4,Spring,20.89,37.1,4.1,51.7,0.05,9.62,9.84,78.2,4
Seoul,South Korea,Asia,Humid Continental,5,Spring,25.03,38.5,9.0,49.72,0.05,10.11,10.47,75.17,2
Seoul,South Korea,Asia,Humid Continental,6,Summer,27.0,40.4,14.4,51.58,0.05,9.73,10.47,70.46,2
Seoul,South Korea,Asia,Humid Continental,7,Summer,24.99,39.4,8.8,49.68,0.07,14.45,10.21,74.2,3
Seoul,South Korea,Asia,Humid Continental,8,Summer,21.44,35.3,5.7,49.23,0.05,9.59,9.83,79.04,3
Seoul,South Korea,Asia,Humid Continental,9,Autumn,15.11,27.2,-0.1,50.54,0.03,5.11,10.06,71.26,2
Seoul,South Korea,Asia,Humid Continental,10,Autumn,9.01,23.3,-6.0,50.62,0.05,11.32,9.85,55.0,3
Seoul,South Korea,Asia,Humid Continental,11,Autumn,4.86,19.3,-6.2,51.35,0.07,13.22,9.44,42.45,2
Seoul,South Korea,Asia,Humid Continental,12,Winter,2.94,18.7,-13.2,50.05,0.07,14.69,10.5,36.94,4
Shanghai,China,Asia,Humid Subtropical,1,Winter,4.74,19.1,-7.4,47.5,0.04,8.11,11.2,41.99,2
Shanghai,China,Asia,Humid Subtropical,2,Winter,8.57,26.5,-4.6,51.32,0.04,8.39,9.81,53.31,5
Shanghai,China,Asia,Humid Subtropical,3,Spring,15.21,27.8,2.2,48.65,0.05,11.2,9.19,72.75,1
Shanghai,China,Asia,Humid Subtropical,4,Spring,20.52,33.0,7.6,50.57,0.03,5.26,10.16,79.26,3
Shanghai,China,Asia,Humid Subtropical,5,Spring,25.38,37.6,11.3,51.81,0.04,9.01,11.03,74.53,3
Shanghai,China,Asia,Humid Subtropical,6,Summer,27.53,42.7,14.3,52.64,0.04,8.26,10.45,68.78,3
Shanghai,China,Asia,Humid Subtropical,7,Summer,26.1,40.5,10.8,49.95,0.03,7.1,10.29,73.23,5
Shanghai,China,Asia,Humid Subtropical,8,Summer,20.47,33.7,7.3,51.07,0.02,4.33,10.04,79.25,3
Shanghai,China,Asia,Humid Subtropical,9,Autumn,15.23,29.7,2.6,49.44,0.04,7.97,10.88,71.5,3
Shanghai,China,Asia,Humid Subtropical,10,Autumn,8.86,24.2,-3.8,49.58,0.03,6.65,10.29,54.58,3
Shanghai,China,Asia,Humid Subtropical,11,Autumn,4.51,16.9,-13.4,49.35,0.03,6.1,10.49,41.53,5
Shanghai,China,Asia,Humid Subtropical,12,Winter,3.05,16.0,-12.3,52.91,0.06,12.92,9.44,37.15,2
Singapore,Singapore,Asia,Tropical Rainforest,1,Winter,4.41,20.0,-8.0,51.28,0.04,9.09,9.37,41.34,4
Singapore,Singapore,Asia,Tropical Rainforest,2,Winter,9.64,23.5,-3.4,48.57,0.04,8.24,10.33,56.84,3
Singapore,Singapore,Asia,Tropical Rainforest,3,Spring,14.96,27.0,3.5,51.18,0.07,14.39,10.63,71.31,3
Singapore,Singapore,Asia,Tropical Rainforest,4,Spring,20.82,34.3,6.4,51.89,0.04,7.97,10.14,78.0,3
Singapore,Singapore,Asia,Tropical Rainforest,5,Spring,25.29,39.6,12.0,51.08,0.06,11.86,9.26,74.44,3
Singapore,Singapore,Asia,Tropical Rainforest,6,Summer,26.73,38.2,13.1,49.57,0.06,12.33,9.93,72.25,1
Singapore,Singapore,Asia,Tropical Rainforest,7,Summer,25.63,38.6,11.7,48.0,0.05,10.99,10.02,74.43,1
Singapore,Singapore,Asia,Tropical Rainforest,8,Summer,21.0,35.9,5.6,49.52,0.05,10.16,10.35,78.67,4
Singapore,Singapore,Asia,Tropical Rainforest,9,Autumn,14.93,28.3,0.5,51.71,0.03,6.81,10.35,70.49,2
Singapore,Singapore,Asia,Tropical Rainforest,10,Autumn,8.42,21.1,-3.2,52.14,0.05,10.48,10.54,52.97,2
Singapore,Singapore,Asia,Tropical Rainforest,11,Autumn,4.7,16.5,-5.6,50.15,0.05,9.98,10.52,41.94,0
Singapore,Singapore,Asia,Tropical Rainforest,12,Winter,3.25,16.3,-11.4,49.68,0.04,8.68,9.97,37.95,3
Stockholm,Sweden,Europe,Subarctic,1,Winter,5.28,16.6,-9.8,50.8,0.04,8.47,10.36,43.65,2
Stockholm,Sweden,Europe,Subarctic,2,Winter,9.09,22.4,-2.6,49.46,0.03,6.26,10.68,54.77,1
Stockholm,Sweden,Europe,Subarctic,3,Spring,14.82,31.0,1.1,47.33,0.05,11.22,10.05,71.52,3
Stockholm,Sweden,Europe,Subarctic,4,Spring,21.18,36.1,8.5,49.73,0.07,13.09,10.76,79.66,3
Stockholm,Sweden,Europe,Subarctic,5,Spring,25.44,37.7,12.7,49.9,0.05,10.17,9.51,74.68,1
Stockholm,Sweden,Europe,Subarctic,6,Summer,27.06,45.5,13.0,49.14,0.03,6.08,10.56,71.18,4
Stockholm,Sweden,Europe,Subarctic,7,Summer,25.17,37.9,13.0,50.88,0.04,8.31,10.26,76.01,5
Stockholm,Sweden,Europe,Subarctic,8,Summer,20.55,30.7,8.2,52.64,0.03,6.33,9.85,79.37,3
Stockholm,Sweden,Europe,Subarctic,9,Autumn,14.91,26.9,0.9,49.65,0.05,9.62,10.46,70.84,2
Stockholm,Sweden,Europe,Subarctic,10,Autumn,8.71,24.3,-6.9,48.39,0.06,13.36,10.54,53.82,5
Stockholm,Sweden,Europe,Subarctic,11,Autumn,4.47,16.9,-10.2,46.92,0.03,6.68,10.37,41.88,3
Stockholm,Sweden,Europe,Subarctic,12,Winter,3.0,21.5,-9.8,50.16,0.05,9.53,10.11,36.66,4
Sydney,Australia,Oceania,Humid Subtropical,1,Summer,3.9,21.0,-10.8,48.2,0.06,12.25,10.82,39.87,2
Sydney,Australia,Oceania,Humid Subtropical,2,Summer,8.61,23.6,-5.3,50.44,0.05,9.46,10.38,54.04,2
Sydney,Australia,Oceania,Humid Subtropical,3,Autumn,15.06,25.5,3.4,49.85,0.05,11.16,10.64,72.12,0
Sydney,Australia,Oceania,Humid Subtropical,4,Autumn,20.78,32.1,9.1,51.84,0.05,10.3,10.53,79.59,2
Sydney,Australia,Oceania,Humid Subtropical,5,Autumn,25.57,45.0,12.3,49.5,0.06,12.52,10.81,73.95,3
Sydney,Australia,Oceania,Humid Subtropical,6,Winter,27.27,42.5,13.0,52.17,0.04,8.62,10.55,69.17,4
Sydney,Australia,Oceania,Humid Subtropical,7,Winter,24.98,37.6,9.6,51.06,0.04,7.47,10.3,75.01,1
Sydney,Australia,Oceania,Humid Subtropical,8,Winter,21.12,34.3,7.1,49.37,0.04,8.36,10.51,78.23,2
Sydney,Australia,Oceania,Humid Subtropical,9,Spring,14.83,29.0,4.8,51.11,0.05,9.14,10.24,70.03,3
Sydney,Australia,Oceania,Humid Subtropical,10,Spring,8.89,22.5,-7.6,50.26,0.05,9.86,10.09,54.44,2
Sydney,Australia,Oceania,Humid Subtropical,11,Spring,4.51,17.0,-8.1,48.94,0.04,8.13,10.01,41.84,4
Sydney,Australia,Oceania,Humid Subtropical,12,Summer,3.38,17.7,-9.7,52.32,0.02,5.2,10.43,37.78,4
Tokyo,Japan,Asia,Humid Subtropical,1,Winter,4.58,18.4,-10.1,51.07,0.05,11.37,9.87,41.92,4
Tokyo,Japan,Asia,Humid Subtropical,2,Winter,8.53,21.2,-3.0,51.25,0.04,7.01,10.23,53.03,0
Tokyo,Japan,Asia,Humid Subtropical,3,Spring,14.99,27.3,0.6,48.86,0.04,7.94,9.71,72.23,2
Tokyo,Japan,Asia,Humid Subtropical,4,Spring,21.6,34.9,5.2,52.92,0.05,9.25,10.04,78.22,3
Tokyo,Japan,Asia,Humid Subtropical,5,Spring,25.79,38.4,9.9,48.25,0.06,13.29,10.3,74.42,2
Tokyo,Japan,Asia,Humid Subtropical,6,Summer,27.04,40.2,8.4,49.15,0.04,7.77,10.5,70.79,5
Tokyo,Japan,Asia,Humid Subtropical,7,Summer,25.65,42.5,9.5,48.84,0.06,13.19,10.15,74.68,4
Tokyo,Japan,Asia,Humid Subtropical,8,Summer,21.06,32.1,9.4,50.56,0.06,11.66,10.86,77.82,0
Tokyo,Japan,Asia,Humid Subtropical,9,Autumn,14.5,26.7,-0.5,49.08,0.05,9.55,11.43,70.09,4
Tokyo,Japan,Asia,Humid Subtropical,10,Autumn,8.97,24.0,-3.0,49.2,0.04,8.11,10.24,54.93,3
Tokyo,Japan,Asia,Humid Subtropical,11,Autumn,5.09,18.8,-7.7,51.41,0.04,7.57,10.1,42.75,1
Tokyo,Japan,Asia,Humid Subtropical,12,Winter,2.85,21.8,-11.5,50.78,0.04,8.71,10.5,36.39,3
Toronto,Canada,North America,Humid Continental,1,Winter,-3.07,18.5,-24.5,72.14,0.09,695.98,9.78,14.08,176
Toronto,Canada,North America,Humid Continental,2,Winter,-2.88,22.2,-25.1,70.83,0.09,617.7,9.95,15.66,131
Toronto,Canada,North America,Humid Continental,3,Spring,1.17,32.9,-17.8,68.78,0.09,679.95,9.69,25.97,185
Toronto,Canada,North America,Humid Continental,4,Spring,6.31,36.5,-6.0,69.44,0.14,1002.17,9.57,40.44,160
Toronto,Canada,North America,Humid Continental,5,Spring,13.06,38.3,-2.9,70.76,0.09,693.9,7.89,59.48,126
Toronto,Canada,North America,Humid Continental,6,Summer,18.73,40.3,5.7,69.39,0.12,917.07,8.03,73.29,87
Toronto,Canada,North America,Humid Continental,7,Summer,22.14,37.9,10.9,70.55,0.1,751.05,6.96,76.5,80
Toronto,Canada,North America,Humid Continental,8,Summer,21.59,36.7,7.9,71.96,0.09,701.31,7.2,76.07,72
Toronto,Canada,North America,Humid Continental,9,Autumn,18.31,31.9,4.0,73.58,0.08,604.1,7.61,72.11,73
Toronto,Canada,North America,Humid Continental,10,Autumn,11.74,28.8,-4.1,73.26,0.12,890.41,9.12,55.54,69
Toronto,Canada,North America,Humid Continental,11,Autumn,4.99,20.4,-17.4,73.11,0.09,633.08,9.33,35.63,99
Toronto,Canada,North America,Humid Continental,12,Winter,0.55,18.3,-24.8,75.82,0.1,747.92,9.55,21.57,197
Vienna,Austria,Europe,Humid Continental,1,Winter,4.43,23.3,-12.5,52.49,0.04,8.98,10.95,40.06,3
Vienna,Austria,Europe,Humid Continental,2,Winter,8.54,24.0,-4.9,51.49,0.05,9.08,10.33,53.0,4
Vienna,Austria,Europe,Humid Continental,3,Spring,14.53,30.6,2.2,50.89,0.03,7.18,10.51,69.24,3
Vienna,Austria,Europe,Humid Continental,4,Spring,20.6,38.2,7.0,50.05,0.05,9.44,10.6,78.51,2
Vienna,Austria,Europe,Humid Continental,5,Spring,25.14,41.0,9.9,48.79,0.05,9.63,9.56,77.07,4
Vienna,Austria,Europe,Humid Continental,6,Summer,27.12,44.2,14.8,47.96,0.04,8.14,10.28,71.69,2
Vienna,Austria,Europe,Humid Continental,7,Summer,25.24,37.9,11.7,50.98,0.03,6.8,11.41,74.17,4
Vienna,Austria,Europe,Humid Continental,8,Summer,21.02,35.1,6.5,48.79,0.05,11.18,10.2,78.92,2
Vienna,Austria,Europe,Humid Continental,9,Autumn,15.74,27.5,2.5,47.94,0.06,11.16,9.42,73.72,1
Vienna,Austria,Europe,Humid Continental,10,Autumn,8.74,21.1,-8.0,49.69,0.04,8.12,10.71,54.12,2
Vienna,Austria,Europe,Humid Continental,11,Autumn,3.89,16.4,-9.4,49.27,0.04,8.4,10.59,39.75,0
Vienna,Austria,Europe,Humid Continental,12,Winter,2.82,16.2,-12.2,49.04,0.05,10.39,10.66,37.12,6
Warsaw,Poland,Europe,Humid Continental,1,Winter,4.45,21.5,-12.1,50.27,0.07,14.48,10.32,41.13,3
Warsaw,Poland,Europe,Humid Continental,2,Winter,9.14,23.2,-8.2,50.63,0.04,6.83,10.12,55.22,4
Warsaw,Poland,Europe,Humid Continental,3,Spring,14.5,29.8,0.5,52.75,0.05,10.16,9.83,69.25,5
Warsaw,Poland,Europe,Humid Continental,4,Spring,21.2,37.4,10.0,49.12,0.04,8.86,9.6,78.8,1
Warsaw,Poland,Europe,Humid Continental,5,Spring,25.13,37.8,12.4,50.04,0.05,10.28,10.17,74.64,2
Warsaw,Poland,Europe,Humid Continental,6,Summer,27.33,40.4,11.5,51.55,0.03,6.24,9.77,70.52,3
Warsaw,Poland,Europe,Humid Continental,7,Summer,26.26,41.7,12.8,51.67,0.06,11.71,10.18,72.86,3
Warsaw,Poland,Europe,Humid Continental,8,Summer,21.19,34.6,8.2,50.81,0.06,12.67,10.76,78.99,3
Warsaw,Poland,Europe,Humid Continental,9,Autumn,14.93,31.5,1.6,49.14,0.04,8.68,10.11,71.34,3
Warsaw,Poland,Europe,Humid Continental,10,Autumn,9.34,22.7,-4.8,49.78,0.04,9.35,9.68,56.77,2
Warsaw,Poland,Europe,Humid Continental,11,Autumn,4.45,18.0,-12.0,52.93,0.03,5.6,10.81,40.69,3
Warsaw,Poland,Europe,Humid Continental,12,Winter,3.07,15.4,-9.3,54.21,0.06,13.41,10.58,35.99,2
Zurich,Switzerland,Europe,Oceanic,1,Winter,4.58,20.9,-6.3,48.98,0.03,6.9,10.47,41.84,2
Zurich,Switzerland,Europe,Oceanic,2,Winter,8.93,20.6,-3.3,49.96,0.04,7.73,10.65,54.2,1
Zurich,Switzerland,Europe,Oceanic,3,Spring,14.41,32.6,-0.1,50.11,0.05,9.8,9.89,70.0,2
Zurich,Switzerland,Europe,Oceanic,4,Spring,21.08,33.6,8.0,49.21,0.03,5.59,10.46,79.01,2
Zurich,Switzerland,Europe,Oceanic,5,Spring,24.71,40.7,11.2,48.52,0.03,5.59,10.4,76.6,5
Zurich,Switzerland,Europe,Oceanic,6,Summer,27.44,38.8,15.8,51.0,0.05,9.72,11.36,69.09,0
Zurich,Switzerland,Europe,Oceanic,7,Summer,24.89,39.1,11.2,49.71,0.04,7.64,10.35,75.01,2
Zurich,Switzerland,Europe,Oceanic,8,Summer,20.89,35.9,9.3,50.46,0.06,12.28,10.02,79.92,3
Zurich,Switzerland,Europe,Oceanic,9,Autumn,14.89,28.5,1.4,51.35,0.03,6.63,9.48,70.75,2
Zurich,Switzerland,Europe,Oceanic,10,Autumn,8.75,21.8,-4.6,48.54,0.05,9.75,9.95,54.65,2
Zurich,Switzerland,Europe,Oceanic,11,Autumn,4.13,15.7,-12.6,50.2,0.04,9.04,10.7,39.81,1
Zurich,Switzerland,Europe,Oceanic,12,Winter,3.26,16.8,-8.1,49.61,0.04,9.22,9.83,37.97,1
